test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,predicted_positive_clv_probability,direct_staking_probability,direct_unshrunk_market_staking_probability,direct_market_staking_probability,direct_market_calibration_weight,direct_market_logistic_staking_probability,direct_validated_market_residual_staking_probability,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,movement_market_staking_probability,movement_market_logistic_staking_probability,movement_validated_market_residual_staking_probability,movement_unshrunk_market_staking_probability,movement_market_calibration_weight,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,stake_multiplier,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2022-02,data\historical_csv\football-data\2122\I2.csv:216,data\historical_csv\football-data\2122\I2.csv,216,2022-02-12,I2,Vicenza,Cosenza,draw,0.2881650845183673,0.2825315302114359,3.646,3.7,3.0109959150895538,0.0036335543069313,5,0.0,PS,3.0-4.0,sportsbook,0.274273176083379,1.0506498981539674,0.0056335543069314,0.0126092802429705,1.293630676256471,0.0830391159354778,0.3727791931589987,0.2,1.4810751508502529,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.3059470055487497,3.3059470055487497,0.5955018315597275,0.283340501935131,0.27745259505481,0.283340501935131,0.0,,,0.0,lower_clv,True,3.9221646094576457,3.9221646094576457,0.2850306215289568,0.2850306215289568,,,0.27745259505481,0.0,3.6140558075031977,0.616217603908896,3.3059470055487497,0.283340501935131,0.283340501935131,0.9925030525995459,0.93,model_agreement_0.75_kelly,draw,0.0159227478156775,True,0.2743168479095328,3.645419549038383,True,2.46
2022-02,data\historical_csv\football-data\2122\B1.csv:240,data\historical_csv\football-data\2122\B1.csv,240,2022-02-13,B1,St. Gilloise,St Truiden,home,0.6812181510308626,0.6642446755720056,1.6076,1.62,6.783974044955632,0.0149734754588569,5,0.0,WH,1.5-2.0,sportsbook,0.6220452848967404,1.0951262995972149,0.0169734754588569,0.0219804411203637,0.4747423835929091,0.4640581692939071,0.323403128767146,0.2,0.771336153271962,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,9.91031614224234,9.91031614224234,0.8897696392411415,0.6836919391779195,0.691292733943027,0.6836919391779195,0.0,,,0.0,lower_clv,True,10.335110368001589,10.335110368001589,0.6863343516297684,0.6863343516297684,,,0.691292733943027,0.0,10.122713255121965,0.4247942257592481,9.91031614224234,0.6836919391779195,0.6836919391779195,1.0,10.94,model_agreement_0.75_kelly,away,4.335118732199472,True,0.6490116865650626,1.5408043039911443,False,-10.94
2022-02,data\historical_csv\football-data\2122\B1.csv:239,data\historical_csv\football-data\2122\B1.csv,239,2022-02-13,B1,Genk,Standard,home,0.5631690651038209,0.5510857689691911,1.8624,1.88,2.634213612822145,0.0100832961346298,5,0.0,WH,1.5-2.0,sportsbook,0.5369415807560138,1.048846066849356,0.0120832961346297,0.0179045632287543,0.6218659785549815,0.3171593958899117,0.3502156817626817,0.2,0.9450171821305808,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,5.22131411919804,5.22131411919804,0.7441844894990929,0.5649769873238727,0.5672328745097021,0.5649769873238727,0.0,,,0.0,lower_clv,True,5.626027292210356,5.626027292210356,0.5671500606325728,0.5671500606325728,,,0.5672328745097021,0.0,5.423670705704199,0.4047131730123157,5.22131411919804,0.5649769873238727,0.5649769873238727,1.0,4.06,model_agreement_0.75_kelly,home,5.818652169932315,True,0.5681843436959425,1.7599921770022209,True,3.5
2022-02,data\historical_csv\football-data\2122\SP2.csv:299,data\historical_csv\football-data\2122\SP2.csv,299,2022-02-18,SP2,Cartagena,Valladolid,away,0.471618301895688,0.4550706829437315,2.4210000000000003,2.45,10.17261234067741,0.0145476189519564,5,0.0,WH,2.0-3.0,sportsbook,0.413052457662123,1.1417879088894607,0.0165476189519565,0.0308461713497584,0.8841806779559216,0.2224238226829722,0.4169957899065499,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,9.736395915875685,9.736395915875685,0.8823680038079335,0.4532688802803621,0.4702532359290259,0.4532688802803621,0.0,,,0.0,lower_clv,True,11.71478633022527,11.71478633022527,0.4614406705089849,0.4614406705089849,,,0.4702532359290259,0.0,10.725591123050478,1.978390414349585,9.736395915875685,0.4532688802803621,0.4532688802803621,1.0,5.14,model_agreement_0.75_kelly,away,4.103390313713096,True,0.4300016122003845,2.325572676071715,True,7.3
2022-02,data\historical_csv\football-data\2122\SP2.csv:300,data\historical_csv\football-data\2122\SP2.csv,300,2022-02-19,SP2,Zaragoza,Las Palmas,home,0.3794501867216367,0.3713135615228519,2.8326,2.87,5.178279436963051,0.0061366251987847,5,0.0,WH,2.0-3.0,sportsbook,0.3530325496010731,1.0748305989077085,0.0081366251987847,0.0161724131744506,1.041195017798159,0.1439824442030849,0.3950816439171493,0.2,1.3203417355080127,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,6.174108699371685,6.174108699371685,0.7766311844045878,0.3748291629576067,0.3728502705325325,0.3748291629576067,0.0,,,0.0,lower_clv,True,7.2132847584882365,7.2132847584882365,0.3784977926939498,0.3784977926939498,,,0.3728502705325325,0.0,6.693696728929961,1.039176059116551,6.174108699371685,0.3748291629576067,0.3748291629576067,1.0,2.53,model_agreement_0.75_kelly,home,11.184385336083324,True,0.3925170703102567,2.5476598997581723,True,4.64
2022-02,data\historical_csv\football-data\2122\I2.csv:232,data\historical_csv\football-data\2122\I2.csv,232,2022-02-19,I2,Ascoli,Alessandria,draw,0.3208522091227121,0.3097738524061922,3.205,3.25,-0.7174803038153765,0.0090783567165198,5,0.0,WH,3.0-4.0,sportsbook,0.31201248049922,1.0283313302382924,0.0110783567165198,0.0282945121099284,1.1647120903726331,0.1029461400989245,0.3737004471879913,0.2,1.4040561622464809,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.725463204929348,2.725463204929348,0.6132562337665798,0.3205162658500135,0.3114325476887777,0.3205162658500135,0.0,,,0.0,lower_clv,True,3.183294905965828,3.183294905965828,0.3219447578969293,0.3219447578969293,,,0.3114325476887777,0.0,2.954379055447588,0.4578317010364801,2.725463204929348,0.3205162658500135,0.3205162658500135,1.0,0.93,model_agreement_0.75_kelly,home,1.8498468996508863,True,0.3177842336962586,3.146789217226585,False,-0.93
2022-02,data\historical_csv\football-data\2122\SP2.csv:310,data\historical_csv\football-data\2122\SP2.csv,310,2022-02-25,SP2,Almeria,Fuenlabrada,draw,0.2486031076262283,0.2422766545324116,4.136,4.2,0.2056243146054681,0.0043264530938166,4,0.0,B365,4.0-5.0,sportsbook,0.241779497098646,1.0282224531420805,0.0063264530938166,0.0174030531441363,1.419729137206128,0.061803505121418,0.3529490754969473,0.25,1.547388781431347,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,5.1735616179924016,5.1735616179924016,0.5785685617411502,0.2542881083607166,0.2366783342557452,0.2542881083607166,0.0,,,0.0,lower_clv,True,4.376470743405214,4.376470743405214,0.2523609060527205,0.2523609060527205,,,0.2366783342557452,0.0,4.775016180698808,0.7970908745871874,4.376470743405214,0.2523609060527205,0.2523609060527205,0.48214046811762523,0.5,model_agreement_0.75_kelly,home,-1.363345117101178,False,0.2384832081307998,4.193167342211928,False,-0.5
2022-02,data\historical_csv\football-data\2122\I2.csv:256,data\historical_csv\football-data\2122\I2.csv,256,2022-02-26,I2,Vicenza,Pordenone,home,0.4843215734089643,0.4764615677530101,2.274,2.3,8.347360507034484,0.0058600056559543,5,0.0,WH,2.0-3.0,sportsbook,0.4397537379067722,1.101347257931985,0.0078600056559542,0.0120994107586573,0.8215403953283443,0.2345673864693348,0.3978897368844463,0.2,1.1433597185575906,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,9.22551862186964,9.22551862186964,0.8616353844109,0.4803233008877293,0.4837146395079896,0.4803233008877293,0.0,,,0.0,lower_clv,True,10.32196272968122,10.32196272968122,0.4851449548358892,0.4851449548358892,,,0.4837146395079896,0.0,9.773740675775429,1.09644410781158,9.22551862186964,0.4803233008877293,0.4803233008877293,1.0,5.43,model_agreement_0.75_kelly,home,2.665668745951111,True,0.4514761158573048,2.2149565943286,True,6.92
2022-02,data\historical_csv\football-data\2122\I2.csv:254,data\historical_csv\football-data\2122\I2.csv,254,2022-02-26,I2,Parma,Spal,home,0.4780212498990455,0.4681725610155291,2.176,2.2,1.874349276979137,0.0078486888835163,5,0.0,WH,2.0-3.0,sportsbook,0.4595588235294117,1.040174239780323,0.0098486888835163,0.0164191212946578,0.7774883289936962,0.2285043153550457,0.371655942807487,0.2,1.1029411764705843,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.033275293135092,4.033275293135092,0.6730450355138164,0.4780940960162457,0.4770379075181007,0.4780940960162457,0.0,,,0.0,lower_clv,True,4.286326038455046,4.286326038455046,0.4792570130443706,0.4792570130443706,,,0.4770379075181007,0.0,4.1598006657950695,0.2530507453199542,4.033275293135092,0.4780940960162457,0.4780940960162457,1.0,2.57,model_agreement_0.75_kelly,home,16.752477619601013,True,0.5365463125900781,1.863772010980161,True,3.02
2022-02,data\historical_csv\football-data\2122\I2.csv:252,data\historical_csv\football-data\2122\I2.csv,252,2022-02-26,I2,Como,Brescia,away,0.3988314743557221,0.3856239834137213,2.6660000000000004,2.7,2.807353978098104,0.0112074909420007,5,0.0,WH,2.0-3.0,sportsbook,0.3750937734433608,1.0632847106323553,0.0132074909420007,0.0281008186731137,0.980579221756517,0.159066544936759,0.3910858567357382,0.2,1.275318829707417,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,3.2818203379560664,3.2818203379560664,0.6443442826098515,0.3874036771866319,0.3932718952994565,0.3874036771866319,0.0,,,0.0,lower_clv,True,4.203837925065179,4.203837925065179,0.3908621077459308,0.3908621077459308,,,0.3932718952994565,0.0,3.742829131510623,0.9220175871091127,3.2818203379560664,0.3874036771866319,0.3874036771866319,1.0,1.48,model_agreement_0.75_kelly,draw,13.947943582231748,True,0.4274116413437049,2.3396648646634444,False,-1.48
2022-02,data\historical_csv\football-data\2122\I2.csv:261,data\historical_csv\football-data\2122\I2.csv,261,2022-02-27,I2,Reggina,Pisa,home,0.2809288248409143,0.2739190998745605,3.6656,3.72,0.4077852500188994,0.0050097249663538,4,0.0,PS,3.0-4.0,sportsbook,0.2728066346573549,1.0297727003368558,0.0070097249663538,0.0178327196192513,1.298992032717094,0.0789210046264971,0.3649243052289238,0.25,1.484068092536006,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,4.65892511648909,4.65892511648909,0.5640900693561482,0.285516491478855,0.2699634899185117,0.285516491478855,0.0,,,0.0,lower_clv,True,3.4407450046856747,3.4407450046856747,0.2821932153117789,0.2821932153117789,,,0.2699634899185117,0.0,4.049835060587382,1.2181801118034157,3.4407450046856747,0.2821932153117789,0.2821932153117789,0.4700750577967902,0.46,model_agreement_0.75_kelly,home,-9.612442733397495,False,0.2465832531280077,4.055425448868072,True,1.23
2022-03,data\historical_csv\football-data\2122\I2.csv:274,data\historical_csv\football-data\2122\I2.csv,274,2022-03-05,I2,Parma,Reggina,home,0.5693915641277388,0.5562253432573707,1.882,1.9,4.681609601037162,0.0111662208703681,5,0.0,WH,1.5-2.0,sportsbook,0.5313496280552604,1.0715949236884044,0.0131662208703681,0.0196107943528701,0.6323350411631878,0.3242067532998329,0.3600462381406856,0.2,0.9564293304994642,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,8.336532566827,6.245623798902872,0.8092409876217624,0.5645357268804616,0.5815054976664074,0.5809921954647757,0.969751966122202,,,0.0,lower_clv,True,7.583374897935946,6.543740264394127,0.5661197676110209,0.5810401095824574,,,0.5815054976664074,0.969751966122202,7.959953732381473,0.7531576688910535,6.245623798902872,0.5809921954647757,0.5645357268804616,1.0,7.94,model_agreement_0.75_kelly,draw,17.666299931581374,True,0.6252194470328447,1.599438412777757,False,-7.94
2022-03,data\historical_csv\football-data\2122\SP2.csv:342,data\historical_csv\football-data\2122\SP2.csv,342,2022-03-13,SP2,Oviedo,Valladolid,away,0.3898485744784831,0.3784821604571512,2.8424,2.88,7.579769288340654,0.0093664140213319,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.1081055880976405,0.0113664140213319,0.0240257747097364,1.04464876572468,0.1519819110229054,0.4072548321484734,0.2,1.3228257810301347,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,8.003284425479405,5.912375657555278,0.7981687475646528,0.3726160134307461,0.3840056088833416,0.3836610960142371,0.969751966122202,,,0.0,lower_clv,True,8.157134217455031,6.586965523310884,0.3749893242446907,0.3837328840001398,,,0.3840056088833416,0.969751966122202,8.080209321467219,0.15384979197562565,5.912375657555278,0.3836610960142371,0.3726160134307461,1.0,3.68,model_agreement_0.75_kelly,home,12.73410782980051,True,0.3966159155284285,2.521330992649795,False,-3.68
2022-03,data\historical_csv\football-data\2122\SP2.csv:340,data\historical_csv\football-data\2122\SP2.csv,340,2022-03-13,SP2,Sp Gijon,Tenerife,home,0.3700701946201881,0.3583544469822608,2.8424,2.88,1.858668010237796,0.0097157476379272,5,0.0,WH,2.0-3.0,sportsbook,0.3518153672952435,1.0518875211884224,0.0117157476379272,0.0262537966557905,1.04464876572468,0.1369519489462239,0.3865933720414716,0.2,1.3228257810301347,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.740183825189706,2.6492750572655783,0.6657145802671383,0.3611359240686236,0.3623645324942142,0.3623273695049344,0.969751966122202,,,0.0,lower_clv,True,4.381084565203031,2.810915871058905,0.3617046012913696,0.3623445708728335,,,0.3623645324942142,0.969751966122202,4.560634195196368,0.35909925998667536,2.6492750572655783,0.3623273695049344,0.3611359240686236,1.0,1.22,model_agreement_0.75_kelly,away,6.998798969320008,True,0.3764382175954124,2.656478416000732,False,-1.22
2022-03,data\historical_csv\football-data\2122\I2.csv:295,data\historical_csv\football-data\2122\I2.csv,295,2022-03-15,I2,Crotone,Frosinone,home,0.2980209107857554,0.2764918053676389,3.744,3.8,3.5185319296439976,0.0195291054181164,5,0.0,WH,3.0-4.0,sportsbook,0.2670940170940171,1.115790289981868,0.0215291054181164,0.0655293125795316,1.3201545586153456,0.0888164632655711,0.3934336639365122,0.2,1.4957264957264904,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,8.194120830193855,6.103212062269727,0.8409323635333484,0.2833953313628999,0.2843292880943487,0.2843010377394955,0.969751966122202,,,0.0,lower_clv,True,8.595432182698627,6.527211105131903,0.2845278074389207,0.2843352929142088,,,0.2843292880943487,0.969751966122202,8.394776506446242,0.4013113525047718,6.103212062269727,0.2843010377394955,0.2833953313628999,1.0,1.76,model_agreement_0.75_kelly,home,17.183185744017226,True,0.3129892781624392,3.194997623787634,True,4.83
2022-03,data\historical_csv\football-data\2122\I2.csv:292,data\historical_csv\football-data\2122\I2.csv,292,2022-03-15,I2,Cittadella,Reggina,home,0.5396805484843955,0.5319979241675219,1.931,1.95,2.728799156748485,0.0056826243168735,5,0.0,WH,1.5-2.0,sportsbook,0.5178663904712584,1.0421231391233678,0.0076826243168736,0.0105296074369037,0.6580380034463774,0.291255094412418,0.3551303106235175,0.2,0.9839461418953864,home:1.5-2.0,home:sportsbook,sportsbook:1.5-2.0,6.4889829854533945,4.398074217529267,0.7098101282075762,0.5406425386718242,0.5489345673535466,0.5486837497890662,0.969751966122202,,,0.0,lower_clv,True,5.245587858285949,4.178885160427681,0.5395074322135043,0.54864941505046,,,0.5489345673535466,0.969751966122202,5.867285421869672,1.243395127167445,4.178885160427681,0.54864941505046,0.5395074322135043,1.0,4.79,model_agreement_0.75_kelly,draw,7.569675200405102,True,0.5570671942019942,1.7951155810431676,False,-4.79
2022-03,data\historical_csv\football-data\2122\E1.csv:450,data\historical_csv\football-data\2122\E1.csv,450,2022-03-19,E1,Bristol City,West Brom,away,0.4640458126677398,0.4505516085471336,2.4210000000000003,2.45,9.07854442926106,0.0114942041206062,5,0.0,IW,2.0-3.0,sportsbook,0.413052457662123,1.1234549124685984,0.0134942041206062,0.0247695460379818,0.8841806779559216,0.2153385162544631,0.4103003412471688,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,7.349546857929657,5.25863809000553,0.8375548426876438,0.4347733915324474,0.4656324157412891,0.4646989909315843,0.969751966122202,,,0.0,lower_clv,True,9.09540370479871,7.758020363775997,0.4450971514406278,0.4650112643710332,,,0.4656324157412891,0.969751966122202,8.222475281364183,1.745856846869052,5.25863809000553,0.4646989909315843,0.4347733915324474,1.0,6.6,model_agreement_0.75_kelly,draw,20.831584366779232,True,0.4990978288590632,2.003615207635742,False,-6.6
