month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2022-10,2022-04-01..2022-09-30,FROZEN_MODEL_EVALUATED,2078,9,9,3.3,2.5,75.76,3100.0,734.0,10.0,0.0,5.0,8.6856,8.3629,1.0,"{'away': 4, 'home': 3, 'draw': 2}"
2022-11,2022-05-01..2022-10-31,FROZEN_MODEL_EVALUATED,2135,1,1,0.1,-0.1,-100.0,3000.0,340.0,100.0,0.25,5.0,8.3772,3.1153,1.0,{'home': 1}
2022-12,2022-06-01..2022-11-30,ABSTAIN_INNER_VALIDATION,2130,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-01,2022-07-01..2022-12-31,FROZEN_MODEL_EVALUATED,2389,4,4,0.52,0.5,96.15,3100.0,500.0,100.0,0.0,5.0,8.0901,1.8075,0.5,"{'away': 3, 'home': 1}"
2023-02,2022-08-01..2023-01-31,FROZEN_MODEL_EVALUATED,2825,7,5,0.86,0.22,25.58,2800.0,560.0,100.0,0.0,5.0,8.2808,4.1175,0.5714,"{'draw': 3, 'home': 3, 'away': 1}"
2023-03,2022-09-01..2023-02-28,FROZEN_MODEL_EVALUATED,2816,6,4,1.17,-0.44,-37.61,3100.0,437.0,100.0,0.0,5.0,7.9353,-1.329,0.3333,"{'away': 5, 'home': 1}"
2023-04,2022-10-01..2023-03-31,ABSTAIN_INNER_VALIDATION,2830,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-05,2022-11-01..2023-04-30,FROZEN_MODEL_EVALUATED,2752,6,5,1.39,0.36,25.9,3100.0,431.0,100.0,0.0,5.0,8.3062,-3.2664,0.5,"{'draw': 1, 'home': 2, 'away': 3}"
2023-08,2023-02-01..2023-07-31,ABSTAIN_INNER_VALIDATION,2140,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-09,2023-03-01..2023-08-31,ABSTAIN_INNER_VALIDATION,1968,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-10,2023-04-01..2023-09-30,ABSTAIN_INNER_VALIDATION,2067,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-11,2023-05-01..2023-10-31,ABSTAIN_INNER_VALIDATION,1895,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-12,2023-06-01..2023-11-30,ABSTAIN_INNER_VALIDATION,1835,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-01,2023-07-01..2023-12-31,ABSTAIN_INNER_VALIDATION,2367,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-02,2023-08-01..2024-01-31,ABSTAIN_INNER_VALIDATION,2749,0,0,0.0,0.0,0.0,2900.0,,,,,,,,
2024-03,2023-09-01..2024-02-29,ABSTAIN_INNER_VALIDATION,2857,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-04,2023-10-01..2024-03-31,FROZEN_MODEL_EVALUATED,2769,4,1,0.61,-0.25,-40.98,3000.0,556.0,1.0,0.0,5.0,8.0532,-0.3725,0.5,"{'away': 2, 'home': 2}"
2024-05,2023-11-01..2024-04-30,ABSTAIN_INNER_VALIDATION,2841,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-08,2024-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,1765,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2024-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,1668,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-04-01..2024-09-30,ABSTAIN_INNER_VALIDATION,1703,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-05-01..2024-10-31,FROZEN_MODEL_EVALUATED,1628,1,1,0.11,0.22,200.0,3000.0,463.0,1.0,0.5,5.0,8.7328,3.4335,1.0,{'draw': 1}
2024-12,2024-06-01..2024-11-30,FROZEN_MODEL_EVALUATED,1837,22,6,6.12,7.14,116.67,3100.0,540.0,1.0,0.0,5.0,8.3521,1.779,0.3182,"{'away': 11, 'home': 5, 'draw': 6}"
2025-01,2024-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,2372,11,9,1.53,0.27,17.65,3100.0,499.0,100.0,0.0,5.0,8.4905,2.6563,0.8182,"{'home': 1, 'draw': 8, 'away': 2}"
2025-02,2024-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,2865,20,11,3.06,1.28,41.83,2800.0,519.0,100.0,0.0,5.0,8.3272,4.0389,0.9,"{'away': 2, 'draw': 16, 'home': 2}"
2025-03,2024-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,2985,13,8,1.61,-0.73,-45.34,3100.0,499.0,100.0,0.0,5.0,7.904,6.5557,0.9231,"{'draw': 10, 'away': 3}"
2025-04,2024-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,3001,1,1,0.19,-0.19,-100.0,3000.0,524.0,10.0,0.25,5.0,7.763,-0.8005,0.0,{'draw': 1}
2025-05,2024-11-01..2025-04-30,FROZEN_MODEL_EVALUATED,3044,23,10,5.25,2.65,50.48,3100.0,353.0,1.0,0.0,5.0,7.7359,2.8584,0.5652,"{'draw': 13, 'away': 6, 'home': 4}"
2025-08,2025-02-01..2025-07-31,ABSTAIN_INNER_VALIDATION,1907,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2025-03-01..2025-08-31,FROZEN_MODEL_EVALUATED,1877,14,6,2.38,3.6,151.26,3000.0,477.0,100.0,0.0,5.0,9.3343,8.5425,0.9286,"{'away': 12, 'home': 1, 'draw': 1}"
2025-10,2025-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,1855,10,8,1.66,-0.51,-30.72,3100.0,482.0,1.0,0.25,5.0,9.1647,4.7859,0.6,"{'away': 8, 'home': 2}"
2025-11,2025-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,1813,10,6,2.36,0.42,17.8,3000.0,525.0,1.0,0.25,5.0,8.45,8.1989,0.8,"{'away': 8, 'home': 2}"
2025-12,2025-06-01..2025-11-30,FROZEN_MODEL_EVALUATED,1985,17,11,2.2,-0.5,-22.73,3100.0,480.0,100.0,0.0,5.0,8.0152,5.1527,0.7059,"{'away': 14, 'home': 3}"
2026-01,2025-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,2458,5,5,0.71,0.19,26.76,3100.0,541.0,100.0,0.25,5.0,8.176,5.9246,0.8,{'away': 5}
2026-02,2025-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,2994,2,2,0.21,0.21,100.0,2800.0,527.0,1.0,0.25,5.0,8.5691,20.3023,1.0,{'away': 2}
2026-03,2025-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,3032,10,7,1.5,0.78,52.0,3100.0,471.0,100.0,0.0,5.0,8.1232,5.1003,0.7,{'away': 10}
2026-04,2025-10-01..2026-03-31,FROZEN_MODEL_EVALUATED,3026,8,5,1.15,0.22,19.13,3000.0,429.0,10.0,0.0,5.0,7.9025,7.2975,0.625,"{'away': 6, 'home': 2}"
